GSM4233218_WT_806_6M_FC.txt	GSM4233219_WT_807_6M_FC.txt	GSM4233220_WT_817_6M_FC.txt	GSM4233221_WT_819_6M_FC.txt	GSM4233222_TG_967_6M_FC.txt	GSM4233223_TG_968_6M_FC.txt	GSM4233224_TG_970_6M_FC.txt	GSM4233225_WT_178_11M_FC.txt	GSM4233226_WT_772_11M_FC.txt	GSM4233227_WT_774_11M_FC.txt	GSM4233228_TG_180_11M_FC.txt	GSM4233229_TG_183_11M_FC.txt	GSM4233230_TG_795_11M_FC.txt
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	19.01	0.00	2.50	0.00	3.67	3.08	9.53	0.00	0.00	14.93	0.00	12.72
13.00	9.00	10.00	5.00	7.00	7.00	6.00	7.00	13.00	6.00	10.00	3.00	11.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
205.00	347.00	222.00	247.00	273.00	218.00	238.00	323.00	291.00	218.00	301.00	311.00	271.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	3.00	2.00	0.00	0.00	0.00	1.00	1.00	1.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	1.00	1.00	7.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	1.00	2.00
18.05	6.07	3.25	11.57	14.80	21.94	16.40	17.18	6.30	10.67	17.88	0.00	14.22
0.00	2.00	5.00	1.00	2.00	4.00	1.00	1.00	2.00	0.00	2.00	1.00	4.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
15.00	10.00	12.00	20.00	6.00	8.00	29.00	35.00	29.00	13.00	30.00	21.00	34.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.10	0.00	0.00	1.46	0.00	0.00	2.25	2.21	1.11	2.31	2.21	0.00	0.00
1611.00	1357.00	1793.00	1020.00	1027.00	1181.00	602.00	560.00	628.00	2700.00	708.00	819.00	421.00
1.23	13.36	2.46	9.97	3.86	6.34	1.27	2.50	6.22	2.46	1.23	7.46	4.93
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
37.68	47.59	49.91	74.31	98.97	52.13	45.35	58.20	81.23	60.37	53.13	80.47	71.53
2.00	9.00	2.00	3.00	5.00	0.00	2.00	2.00	3.00	0.00	4.00	5.00	8.00
2.89	0.00	0.00	0.00	0.00	0.00	2.07	0.00	0.00	0.00	0.00	0.00	0.00
38.00	25.00	48.00	30.00	39.00	28.00	48.00	28.00	45.00	44.00	45.00	44.00	67.00
34.88	17.11	43.47	41.27	6.41	27.01	22.67	25.18	22.49	27.09	24.97	28.91	16.55
22.00	21.03	12.00	7.00	17.00	18.00	11.00	14.00	16.00	9.00	17.00	14.00	9.00
3.00	3.00	9.00	3.00	9.00	3.00	1.00	5.00	6.00	7.00	5.00	1.00	2.00
693.00	645.00	701.00	532.00	565.00	497.00	461.00	449.00	441.00	924.00	525.00	469.00	489.00
0.00	0.00	0.00	1.78	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00
63.09	79.75	90.73	71.60	81.90	80.23	76.18	75.63	82.71	97.29	52.75	68.68	83.46
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00	2.00
154.00	225.27	207.13	263.74	234.00	188.66	226.13	263.47	146.66	177.28	165.38	225.41	191.47
3.00	6.00	8.00	2.00	1.00	4.00	2.00	9.00	5.00	1.00	4.00	5.00	3.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
41.55	22.81	37.81	33.48	101.58	67.44	112.59	71.19	64.38	34.96	54.96	51.00	62.80
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
163.00	165.00	216.00	167.00	148.00	140.00	168.00	160.00	185.00	117.97	164.00	126.00	133.87
448.00	473.00	332.00	420.00	218.00	334.00	461.00	371.00	596.00	602.00	311.00	310.00	314.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
327.00	231.00	286.00	245.00	325.00	212.00	234.00	373.00	586.00	428.00	349.00	421.00	374.00
771.15	787.88	696.52	831.92	687.35	655.72	735.32	659.90	478.77	716.62	642.74	551.60	693.62
7.04	2.72	6.89	6.91	5.21	2.64	10.53	4.72	5.55	6.99	3.68	4.35	6.79
1.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
11.00	9.00	19.00	12.00	18.00	7.00	19.00	14.00	14.00	11.00	29.00	9.00	20.00
3.57	1.74	3.65	8.99	5.56	13.35	5.63	1.79	5.30	14.94	7.48	0.00	7.29
3.00	1.00	4.00	2.00	2.00	2.00	0.00	0.00	0.00	0.00	2.00	0.00	2.00
1.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00	1.00	0.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	1.00	2.00	0.00	3.00	0.00	3.00	3.00	1.00	1.00	0.00	1.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
7.37	0.00	24.09	15.66	6.19	8.26	14.04	7.19	4.00	7.95	0.00	0.00	8.14
11.00	3.00	10.00	6.00	7.00	3.00	7.00	21.00	17.00	15.00	21.00	11.00	22.00
3879.00	4302.00	5748.00	4112.00	4679.00	4880.00	3845.00	3658.00	3475.00	3178.00	3074.00	3511.00	2571.00
16.00	18.00	19.00	5.00	7.56	22.01	4.00	1.00	2.00	7.87	3.99	1.00	1.00
0.00	0.00	0.00	1.00	0.00	0.00	2.00	2.00	0.00	3.00	2.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
459.00	453.00	460.00	512.00	418.00	396.00	538.00	491.00	372.00	369.00	345.00	385.00	361.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1144.00	983.00	1189.00	1108.00	1240.00	1040.00	1251.00	958.00	780.00	786.00	894.00	940.00	940.00
23.00	27.00	22.00	16.00	20.00	26.00	13.00	23.00	32.00	27.00	33.00	26.00	44.00
425.70	464.88	520.80	426.75	534.32	500.95	585.55	458.83	590.34	405.51	410.40	624.27	592.77
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	2.00
7.00	1.00	4.00	5.00	3.00	5.00	3.00	1.00	3.00	0.00	3.00	3.00	1.00
2.01	1.00	0.00	1.01	2.02	0.00	1.01	0.00	0.00	1.01	0.00	0.00	1.01
42.41	32.90	21.84	31.03	46.13	26.37	8.32	34.16	17.47	33.68	34.68	25.92	42.63
0.00	0.00	0.00	0.00	4.00	0.00	1.00	1.72	0.00	0.00	0.00	0.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
545.46	574.78	535.70	626.03	610.23	540.34	499.87	498.13	416.16	490.73	435.98	455.37	471.36
2137.82	2056.82	2741.71	2048.94	2170.97	2221.82	2213.82	2598.57	2971.80	2596.89	2331.79	2511.76	2607.69
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
96.00	106.00	112.00	107.00	164.00	133.00	113.00	87.00	65.00	75.00	101.00	86.00	99.00
32.00	15.00	17.00	16.00	8.00	19.00	26.00	24.00	21.00	18.00	26.00	31.00	21.00
2205.20	2071.72	2289.49	2474.30	2050.56	2115.08	2649.77	2191.66	2169.57	1511.72	1988.54	1978.29	1987.18
2.00	3.00	5.00	1.00	4.00	5.00	0.00	7.00	0.00	1.00	3.00	4.00	1.00
13.00	13.00	13.00	14.00	11.00	12.00	9.00	11.00	11.00	3.00	20.00	14.00	6.00
26.00	24.00	33.00	29.00	14.00	13.00	38.00	29.00	18.00	15.00	21.00	17.00	19.00
4.00	9.00	3.00	9.00	4.00	4.47	5.00	3.00	2.00	6.00	3.00	2.00	4.65
184.00	233.00	262.00	218.00	342.00	244.47	222.00	228.00	122.00	131.00	148.00	192.00	171.00
0.00	0.00	0.00	0.00	2.04	0.00	0.00	2.07	0.00	1.04	0.00	0.00	3.12
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1205.00	938.00	1327.00	931.00	734.00	974.00	1069.00	1237.00	1364.00	1261.00	1074.00	983.00	1149.00
86.00	81.00	116.00	46.00	49.00	63.00	70.00	99.00	117.00	106.00	82.00	64.00	88.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
408.85	429.48	383.54	396.04	335.05	393.91	449.88	452.63	509.58	366.54	401.12	402.37	443.78
0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
71.76	76.63	129.22	102.87	174.68	89.33	105.77	88.82	85.94	65.86	135.49	107.88	136.90
20.00	22.00	27.00	11.00	27.00	19.00	23.00	31.00	32.00	29.00	28.00	26.00	26.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
6.32	10.00	8.00	10.67	7.04	5.26	3.63	14.37	12.50	4.09	6.43	12.00	5.39
5.63	12.00	6.00	6.33	11.83	6.51	6.37	7.52	13.50	2.26	7.57	3.00	10.61
8.24	10.37	6.78	1.13	3.25	12.67	6.23	2.18	16.06	3.14	28.51	18.93	26.79
1.00	0.00	0.00	2.00	0.00	0.00	1.00	1.00	4.00	3.00	2.00	0.00	3.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1043.54	1143.89	1214.44	1079.90	1154.36	1234.46	1095.84	1288.39	1269.63	1279.43	1182.78	1196.10	1236.49
1652.42	1785.91	1836.00	1877.00	1693.00	1704.07	1915.00	1759.81	1773.00	1616.00	1706.00	1698.02	1820.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
1.00	4.00	2.00	1.00	8.00	1.00	4.00	3.00	2.00	3.00	2.00	7.00	1.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
3.00	2.00	10.00	2.00	12.00	5.00	7.00	8.00	3.00	3.00	3.00	4.00	5.00
0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
1.00	1.00	0.00	0.00	2.00	0.00	1.00	1.00	1.00	0.00	0.00	1.00	0.00
253.00	266.00	477.00	308.00	306.00	297.00	356.00	378.00	361.00	289.00	332.00	471.00	362.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
112.00	113.00	107.00	115.00	102.00	102.00	114.00	90.00	101.00	99.00	111.00	84.00	99.00
49.00	30.00	42.00	47.00	27.00	37.00	41.00	50.00	42.00	32.00	41.00	29.00	47.00
10.00	2.00	8.00	4.00	3.00	5.00	2.00	3.00	6.00	2.00	4.00	2.00	4.00
2339.98	2837.98	2617.16	2722.30	3140.97	2701.98	2589.98	2428.98	1681.98	1856.98	2216.98	2075.98	2041.98
1269.06	1078.99	1322.97	1273.49	1170.90	1140.96	1375.24	1043.32	960.49	916.04	1053.63	934.18	1119.13
377.00	351.00	477.00	400.00	380.00	370.00	431.00	322.00	402.00	282.00	301.00	337.00	363.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	5.00	2.00	0.00	0.00	0.00	2.00	1.00	0.00	1.00	1.00	0.00
3552.75	4383.91	4146.07	3973.87	4350.62	4264.91	4036.82	3618.77	3456.14	4169.52	3484.05	3744.40	3368.63
190.00	160.00	147.00	180.00	152.00	154.00	118.00	158.00	147.00	121.00	148.00	178.00	132.00
648.06	691.34	716.74	692.19	654.40	606.60	677.84	623.59	720.29	824.76	658.84	665.57	681.92
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
122.05	75.51	90.87	60.87	62.25	60.72	118.61	65.24	75.84	38.52	68.97	45.17	46.91
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1448.00	1974.00	2111.00	1692.00	1665.00	1451.00	1249.00	1573.00	1004.00	1074.00	854.00	1277.00	1024.00
2.46	0.00	0.00	1.59	5.26	2.90	0.00	2.26	3.59	0.00	1.24	6.26	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2.00	0.00	0.00	0.00	0.00	0.00	1.00	3.00	0.00	4.00	5.00	3.00	1.00
0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
5.00	4.00	7.00	14.00	9.00	12.00	13.00	2.00	9.00	5.00	11.00	8.00	9.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
111.98	70.29	132.09	15.60	131.57	112.37	41.00	109.54	70.51	71.93	266.30	232.89	316.93
64.00	54.00	69.00	54.00	64.00	67.00	53.00	34.00	55.00	77.00	43.00	36.00	38.00
0.00	0.00	0.00	3.32	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17.00	28.00	10.00	22.00	11.00	26.00	17.00	23.00	24.00	29.00	23.00	13.00	16.00
1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00
407.00	362.00	502.00	365.00	442.00	448.00	444.00	527.00	461.00	396.00	525.00	543.00	528.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
2105.00	2476.00	2364.00	2385.00	2700.00	2391.00	2352.00	2283.00	2072.00	2439.00	2234.00	2656.00	2344.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
35.00	48.33	28.04	21.01	25.14	25.00	41.86	60.15	42.84	11.67	22.71	31.88	18.99
11.70	0.00	9.94	6.06	5.27	10.38	6.25	3.74	7.11	7.71	1.69	0.00	5.07
1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	1.00	0.00
168.55	138.58	139.27	183.60	184.18	197.65	151.66	167.33	140.17	127.53	187.42	176.32	293.21
0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
72.00	56.00	86.00	65.00	55.00	58.00	52.00	58.00	68.00	92.00	37.00	37.00	48.00
4.00	8.00	9.00	2.00	12.00	12.00	3.00	3.00	1.00	1.00	1.00	2.00	0.00
0.00	0.00	1.00	0.00	1.00	0.00	1.00	0.00	0.00	2.00	0.00	0.00	0.00
79.00	73.00	99.00	74.00	60.00	54.00	50.00	98.00	96.00	148.00	60.00	70.00	74.00
1722.00	2006.00	1848.00	1910.00	1804.00	1679.00	1910.00	1877.00	1676.00	1876.00	1705.00	1700.00	1891.00
8.73	10.35	15.14	14.26	3.57	4.72	1.44	4.82	10.79	13.31	11.44	8.86	9.49
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1606.50	1503.79	1601.01	1517.20	1664.60	1515.06	1723.73	1334.91	1048.73	1231.32	1380.84	1239.39	1442.67
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
583.60	774.70	561.04	757.71	603.86	571.28	787.91	635.67	772.79	529.28	671.84	669.16	797.73
1088.63	1007.05	1048.31	1029.90	912.80	947.04	1005.28	1250.38	1246.87	1328.38	987.14	1146.44	1179.47
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1310.00	1301.60	1285.92	1317.00	1247.00	1239.52	1251.97	1367.00	1194.96	1356.97	1327.92	1279.33	1377.95
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
1081.00	967.00	1003.00	1079.00	1053.00	975.00	1009.00	1003.00	776.00	837.00	787.00	835.00	752.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
356.75	313.49	266.65	217.80	230.92	197.97	196.32	390.01	453.68	499.29	228.84	386.06	389.92
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
0.00	0.00	1.03	2.25	1.11	0.00	2.30	0.00	1.03	0.00	0.00	0.00	1.08
646.00	642.00	613.00	724.00	813.00	725.00	941.00	707.00	489.00	409.00	720.00	658.00	797.00
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00	0.00
71.76	68.43	50.36	78.27	62.20	70.99	67.63	91.37	114.57	96.62	83.99	107.56	93.65
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
699.00	713.00	750.00	755.00	873.00	689.00	876.00	672.00	516.00	526.00	600.00	600.00	616.00
1171.00	1561.00	1204.00	1632.00	1182.00	1202.00	1526.00	1306.00	1852.00	1445.00	1301.00	1329.00	1506.00
0.00	0.00	0.00	0.00	1.17	0.00	0.00	0.00	1.39	0.00	0.00	0.00	0.00
3.48	1.77	19.36	6.95	12.35	9.89	6.98	5.13	4.97	6.34	1.70	7.06	12.03
4.42	10.28	7.16	11.27	0.00	10.75	10.30	12.44	19.90	13.41	11.70	19.15	9.26
